Product code,Language,Product id,Category,List price,Price,weight,Quantity,Date added,Free shipping,Zero price action,Detailed Image,Product name,Description,Meta keywords,Meta description,Page title,Features,Options,Secondary categories,Short description,Status
N041000101008945,en,4776,Xbox///Xbox 360///In Stock,899,899,2050,199,01/01/1970 03:00:00,N,R,exim/backup/images/KINECT_SENSOR___FANTASIA.jpg#{[en]:;},XB360 KINECT SENSOR+FANTASIA,"<p><span style=""background-color: initial;"">Kinect will turn YOU into the controller for games and entertainment, and it will work with every Xbox 360. Unlike 2-D cameras and controllers, Kinect tracks your full body movement in 3-D, while responding to commands, directions, even a difference of emotion in your voice.Kinect brings games and entertainment to life in extraordinary new ways - no controller required. Easy to use and instantly fun, Kinect gets everyone off the couch moving, laughing and cheering. See a ball? Kick it. Control an HD movie with a wave of the hand. Want to join a friend in the fun? Simply jump in. With Kinect technology evaporates, letting the natural magic in all of us shine. And the best part is Kinect works with every Xbox 360. This bundle includes the Kinect Sensor and the Disney Fantasia game.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Kinect","Perform to hit songs by using natural, gesture-based motion gameplay! Includes game and Kinect Sensor.",BT Games: Kinect Sensor + Fantasia,Publisher: T[Microsoft]; Publication Year: T[2015]; Has Adult Content: C[N]; Genre: T[Hardware]; Format: S[Xbox 360],,,"Perform to hit songs by using natural, gesture-based motion gameplay! Includes game and Kinect Sensor.",A
N010711515006709,en,4777,Xbox///Xbox 360///In Stock,899,899,150,79,01/01/1970 03:00:00,N,R,exim/backup/images/kinect-sports-ultimate-collection-2980-p.jpg#{[en]:;},XB360 KINECT SPORTS ULTIMATE,"<p><span style=""background-color: initial;"">Finally, you don’t have to choose! This ultimate collection has two best-selling Kinect games wrapped into one - putting 13 great sports at your fingertips. So grab your friends and compete for a personal best or jump in and out of the action in team Party Mode! Anyone can play these controller-free, full-body sports games. With your body as the controller, nothing comes between you and the action!13 full-body sports: Basketball, Soccer, American Football, Bowling, Beach Volleyball, Table Tennis, Boxing, Golf, Tennis, Skiing, Darts and Baseball.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Kinect",Get ready to play with this must-have collection of 13 sports.,BT Games: Kinect Sports Ultimate,Publisher: T[Microsoft]; Publication Year: T[2013]; Has Adult Content: C[N]; Genre: T[Xbox Kinect]; Format: S[Xbox 360],,,Get ready to play with this must-have collection of 13 sports.,A
N010711515005646,en,4778,Xbox///Xbox 360///In Stock,899,899,150,151,01/01/1970 03:00:00,N,R,exim/backup/images/KINECT_STAR_WARS_BOX.jpg#{[en]:;},XB360 KINECT STAR WARS,"<p><span style=""background-color: initial;"">“Kinect Star Wars™” brings Star Wars to life like never before. Harnessing the controller-free power of Kinect for Xbox 360, “Kinect Star Wars” allows fans to physically hone their Jedi skills, wield the power of the Force in their hands, pilot iconic ships and vehicles, rampage as a vicious Rancor monster or even dance with iconic Star Wars characters. Using full body motions, players can live out the ultimate Star Wars fantasy to use the Force, battle with a Lightsaber and more -- no controller required.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Kinect",Feel the Force. You are the Controller.,BT Games: Kinect Star Wars,Publisher: T[Microsoft]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Xbox Kinect]; Format: S[Xbox 360],,,Feel the Force. You are the Controller.,A
N010711515005691,en,4779,Xbox///Xbox 360///In Stock,899,899,150,98,01/01/1970 03:00:00,N,R,exim/backup/images/kinectimlas_and_bears.jpg#{[en]:;},XB360 KINECTIMALS WITH BEARS,"<p><span style=""background-color: initial;"">Kinectimals invites children, their parents and animal lovers of all ages to build lasting friendships with some of the world’s most exotic creatures. Just like real pets, your Kinectimals will come running when they hear your voice, respond to commands such as “jump,” “roll over” and “play dead,” and purr with joy when you scratch them behind their ears.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Kinect","Get in touch with your wild side. Your journey begins when you adopt and name one of 20 playful friends, including a lion, cheetah and Bengal tiger.",BT Games: Kinectimals with Bears,Publisher: T[Microsoft]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Xbox Kinect]; Format: S[Xbox 360],,,"Get in touch with your wild side. Your journey begins when you adopt and name one of 20 playful friends, including a lion, cheetah and Bengal tiger.",A
N010719002006125,en,4780,Xbox///Xbox 360///In Stock,899,899,150,167,01/01/1970 03:00:00,N,R,exim/backup/images/Lego_Batman_2_DC_Superheroesx360.jpg#{[en]:;},XB360 LEGO BATMAN 2 DC SUPERHEROES CLASSICS,"<p><span style=""background-color: initial;"">This time the Dynamic Duo join forces with other famous DC super heroes including Superman, Wonder Woman and Green Lantern to stop the notorious villains Lex Luthor and The Joker from destroying Gotham City. Batman fans of all ages will enjoy a new and original story filled with classic LEGO videogame action and humour as players fight to put the bad guys back behind bars.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Lego","Batman and Robin return in LEGO Batman 2: DC Super Heroes, the highly-anticipated sequel to the best-selling LEGO videogame of all time. ",BT Games: Lego Batman 2,Publisher: T[Warner Bros]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox 360],,,"Batman and Robin return in LEGO Batman 2: DC Super Heroes, the highly-anticipated sequel to the best-selling LEGO videogame of all time. ",A
N010719002001751,en,4781,Xbox///Xbox 360///In Stock,899,899,150,132,01/01/1970 03:00:00,N,R,exim/backup/images/lego_batman_classicsx360.jpg#{[en]:;},XB360 LEGO BATMAN CLASSICS,"<p><span style=""background-color: initial;"">The criminals have broken out of Arkham Asylum and wreak havoc on the city.Gamers will also be able to explore their darker side and fight their way through the story as the Bad Guys, experiencing the game from a different point of view with criminal objectives ! With a collection of high-tech suits, gadgets and cutting-edge vehicles on hand, players will be able to step into unique Lego Batman universe to bring super villains to justice – or as the villains, to wreak havoc in Gotham City.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Lego","Lego Batman The Video Game brings the one and only Dark Knight to life in a completely original story. Gamers will take control of the Dynamic Duo, Batman and Robin, to fight Gotham Citys most notorious criminals including The Joker, The Penguin, Catwoman",BT Games: Lego Batman,Publisher: T[Warner Bros]; Publication Year: T[2011]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox 360],,,"Lego Batman The Video Game brings the one and only Dark Knight to life in a completely original story. Gamers will take control of the Dynamic Duo, Batman and Robin, to fight Gotham Citys most notorious criminals including The Joker, The Penguin, Catwoman, Scarecrow, Killer Croc and many more.",A
N010700502001754,en,4782,Xbox///Xbox 360///In Stock,899,899,150,194,01/01/1970 03:00:00,N,R,exim/backup/images/LEGO_INDIANA_JONES_2_CLASSICSx360.jpg#{[en]:;},XB360 LEGO INDIANA JONES 2 CLASSICS,"<p><span style=""background-color: initial;"">With a unique, tongue-in-cheek take on all the Indiana Jones films - including for the first time ever Indiana Jones and the Kingdom of the Crystal Skull - LEGO Indiana Jones 2 follows Dr. Jones' escapades from the jungles of South America to the Peruvian Ruins and beyond.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Lego","Lego Indiana Jones 2: The Adventure Continues combines the fun and creative construction of LEGO bricks with the wits, daring and non-stop action of one of cinema's most beloved adventure heroes.",BT Games: Lego Indiana Jones 2,Publisher: T[Activision]; Publication Year: T[2010]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox 360],,,"Lego Indiana Jones 2: The Adventure Continues combines the fun and creative construction of LEGO bricks with the wits, daring and non-stop action of one of cinema's most beloved adventure heroes.",A
N010719002008956,en,4783,Xbox///Xbox 360///In Stock,899,899,150,50,06/10/2015 12:00:00,N,R,,XB360 LEGO JURASSIC WORLD,"<p><span style=""background-color: initial;"">Following the epic storylines of Jurassic Park, The Lost World: Jurassic Park and Jurassic Park III, as well as the highly anticipated Jurassic World, LEGO Jurassic World is the first videogame where players will be able to relive and experience all four Jurassic films.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Lego",LEGO Jurassic World is the first videogame where players will be able to relive and experience all four Jurassic films.,BT Games: Lego Jurassic World,Publisher: T[Warner Bros]; Publication Year: T[2015]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox 360],,,LEGO Jurassic World is the first videogame where players will be able to relive and experience all four Jurassic films.,A
N010719002006316,en,4784,Xbox///Xbox 360///In Stock,899,899,150,133,01/01/1970 03:00:00,N,R,exim/backup/images/Lego_Lord_of_the_Ringsx36.jpg#{[en]:;},XB360 LEGO LORD OF THE RINGS,"<p><span style=""background-color: initial;"">LEGO The Lord of the Rings takes players along on the adventures of Frodo Baggins and his unlikely fellowship as they set out on a perilous journey to destroy The One Ring and save Middle-earth. Kids, tweens, teens and parents can traverse the Misty Mountains, explore the Mines of Moria, knock on the Black Gate of Mordor, and partake in epic battles with Orcs, Uruk-hai, the Balrog and other fearsome foes while harnessing the humour and imagination of LEGO gameplay to solve puzzles and explore Middle-earth. Players will take on the form of their favourite members of the fellowship - Frodo the Hobbit, Aragorn the Ranger, Gandalf the Wizard, Legolas the Elf, Gimli the Dwarf, Boromir a Man of Gondor, and Frodo's Hobbit friends Sam, Merry and Pippin - as they relive the most momentous events from the films.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Lego","Now the entire family can team up in pairs as adorable LEGO The Lord the Rings minifigures to experience countless dangers, solve riddles and battle formidable foes on their journey to Mount Doom.",BT Games: Lego Lord of the Rings,Publication Year: T[2011]; Publisher: T[Warner Bros]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox 360]; Age Limit: O[13],,,"Now the entire family can team up in pairs as adorable LEGO The Lord the Rings minifigures to experience countless dangers, solve riddles and battle formidable foes on their journey to Mount Doom.",A
N010719002007193,en,4785,Xbox///Xbox 360///In Stock,899,899,150,129,01/01/1970 03:00:00,N,R,,XB360 LEGO MARVEL SUPER HEROES,"<p><span style=""background-color: initial;"">Marvel Super Heroes are assembling for an action-packed, brick-smashing good time!  Warner Bros. Interactive Entertainment, TT Games, The LEGO Group and Marvel Entertainment announced today that LEGO Marvel Super Heroes will be available beginning Fall 2013 for the Xbox 360 video game and entertainment system from Microsoft, PlayStation 3 computer entertainment system, the Wii U system and Windows PC, as well as the Nintendo DS™ handheld system, Nintendo 3DS handheld system and PlayStation Vita handheld entertainment system. LEGO Marvel Super Heroes is the first instalment in the highly successful LEGO videogame franchise to feature famous Marvel characters.LEGO Marvel Super Heroes complements the LEGO Marvel Super Heroes construction toy collection, which brings the characters, vehicles and action of Marvel's renowned universe to the world of LEGO build-and-play adventure. There are currently eight iconic scenes from the X-Men, Iron Man and Spider-Man franchises available and more construction sets tied to the new Iron Man 3 feature film.</span></p>","Xbox, XB360, Xbox 360, Xbox game, Lego","LEGO Marvel Super Heroes offers an original storyline in which Nick Fury calls upon Iron Man, the Hulk, Thor, Spider-Man, Wolverine and other heroes spanning the Marvel Universe to save Earth from such threats as the vengeance of Loki and the hunger of Ga",BT Games: Pre-Played® Lego Marvel Super Heroes,Publisher: T[Warner Bros]; Publication Year: T[2013]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox 360],,,"LEGO Marvel Super Heroes offers an original storyline in which Nick Fury calls upon Iron Man, the Hulk, Thor, Spider-Man, Wolverine and other heroes spanning the Marvel Universe to save Earth from such threats as the vengeance of Loki and the hunger of Galactus, Devourer of the Worlds.",A
